classifier, best_representing_words_list, counter_vector, not_count, parts_of_speech, polarity_count, polarity_vocabulary, remove_stop_words, surrounding_words, text_to_vector_uni_vocabulary, tf_idf_vector, uni_gram, total_accuracy, 0_accuracy, 1_accuracy, 3_accuracy
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 51.9607843137, 55.8823529412, 55.8823529412, 44.1176470588
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 51.9607843137, 55.8823529412, 55.8823529412, 44.1176470588
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 54.9019607843, 67.6470588235, 55.8823529412, 41.1764705882
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 36.2745098039, 26.4705882353, 44.1176470588, 38.2352941176
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 32.3529411765, 20.5882352941, 58.8235294118, 17.6470588235
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 36.2745098039, 23.5294117647, 44.1176470588, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 32.3529411765, 44.1176470588, 35.2941176471, 17.6470588235
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 31.3725490196, 17.6470588235, 44.1176470588, 32.3529411765
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 36.2745098039, 26.4705882353, 44.1176470588, 38.2352941176
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 32.3529411765, 29.4117647059, 47.0588235294, 20.5882352941
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 47.0588235294, 58.8235294118, 55.8823529412
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 47.0588235294, 61.7647058824, 38.2352941176, 41.1764705882
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 47.0588235294, 58.8235294118, 55.8823529412
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 42.1568627451, 35.2941176471, 41.1764705882, 50.0
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 47.0588235294, 58.8235294118, 55.8823529412
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 53.9215686275, 47.0588235294, 58.8235294118, 55.8823529412
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 45.0980392157, 38.2352941176, 41.1764705882, 55.8823529412
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 38.2352941176, 14.7058823529, 47.0588235294, 52.9411764706
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 36.2745098039, 20.5882352941, 70.5882352941, 17.6470588235
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 41.1764705882, 14.7058823529, 52.9411764706, 55.8823529412
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 42.1568627451, 44.1176470588, 44.1176470588, 38.2352941176
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 14.7058823529, 44.1176470588, 52.9411764706
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 38.2352941176, 14.7058823529, 47.0588235294, 52.9411764706
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 47.0588235294, 32.3529411765, 50.0, 58.8235294118
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 47.0588235294, 58.8235294118, 55.8823529412
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 45.0980392157, 58.8235294118, 35.2941176471, 41.1764705882
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 47.0588235294, 58.8235294118, 55.8823529412
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 43.137254902, 32.3529411765, 41.1764705882, 55.8823529412
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 47.0588235294, 58.8235294118, 55.8823529412
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 47.0588235294, 58.8235294118, 55.8823529412
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 44.1176470588, 38.2352941176, 41.1764705882, 52.9411764706
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 38.2352941176, 14.7058823529, 47.0588235294, 52.9411764706
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 36.2745098039, 20.5882352941, 70.5882352941, 17.6470588235
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 41.1764705882, 14.7058823529, 52.9411764706, 55.8823529412
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 45.0980392157, 47.0588235294, 50.0, 38.2352941176
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 14.7058823529, 44.1176470588, 52.9411764706
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 38.2352941176, 14.7058823529, 47.0588235294, 52.9411764706
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 46.0784313725, 32.3529411765, 50.0, 55.8823529412
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 55.8823529412, 55.8823529412, 41.1764705882
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 67.6470588235, 41.1764705882, 44.1176470588
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 55.8823529412, 55.8823529412, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 64.7058823529, 50.0, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 55.8823529412, 55.8823529412, 41.1764705882
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 55.8823529412, 55.8823529412, 41.1764705882
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 54.9019607843, 73.5294117647, 47.0588235294, 44.1176470588
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 36.2745098039, 26.4705882353, 44.1176470588, 38.2352941176
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 32.3529411765, 20.5882352941, 58.8235294118, 17.6470588235
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 36.2745098039, 23.5294117647, 44.1176470588, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 36.2745098039, 38.2352941176, 47.0588235294, 23.5294117647
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 31.3725490196, 17.6470588235, 47.0588235294, 29.4117647059
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 36.2745098039, 26.4705882353, 44.1176470588, 38.2352941176
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 34.3137254902, 41.1764705882, 50.0, 11.7647058824
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 55.8823529412, 55.8823529412, 41.1764705882
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 47.0588235294, 61.7647058824, 41.1764705882, 38.2352941176
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 55.8823529412, 55.8823529412, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 51.9607843137, 61.7647058824, 50.0, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 55.8823529412, 55.8823529412, 41.1764705882
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 55.8823529412, 55.8823529412, 41.1764705882
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 54.9019607843, 64.7058823529, 55.8823529412, 44.1176470588
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 36.2745098039, 26.4705882353, 44.1176470588, 38.2352941176
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 32.3529411765, 20.5882352941, 58.8235294118, 17.6470588235
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 36.2745098039, 23.5294117647, 44.1176470588, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 31.3725490196, 32.3529411765, 41.1764705882, 20.5882352941
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 31.3725490196, 17.6470588235, 47.0588235294, 29.4117647059
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 36.2745098039, 26.4705882353, 44.1176470588, 38.2352941176
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, True, vocabularies/polarity_words.txt, False, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 32.3529411765, 41.1764705882, 47.0588235294, 8.82352941176
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 52.9411764706, 52.9411764706, 47.0588235294
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 47.0588235294, 61.7647058824, 38.2352941176, 41.1764705882
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 52.9411764706, 52.9411764706, 47.0588235294
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 49.0196078431, 47.0588235294, 50.0, 50.0
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 52.9411764706, 52.9411764706, 47.0588235294
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 52.9411764706, 52.9411764706, 47.0588235294
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 54.9019607843, 47.0588235294, 58.8235294118, 58.8235294118
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 41.1764705882, 20.5882352941, 44.1176470588, 58.8235294118
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 31.3725490196, 17.6470588235, 73.5294117647, 2.94117647059
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 42.1568627451, 20.5882352941, 47.0588235294, 58.8235294118
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 37.2549019608, 47.0588235294, 38.2352941176, 26.4705882353
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 44.1176470588, 11.7647058824, 58.8235294118, 61.7647058824
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 41.1764705882, 20.5882352941, 44.1176470588, 58.8235294118
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 34.3137254902, 38.2352941176, 32.3529411765, 32.3529411765
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 52.9411764706, 52.9411764706, 47.0588235294
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 46.0784313725, 58.8235294118, 38.2352941176, 41.1764705882
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 52.9411764706, 52.9411764706, 47.0588235294
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 55.8823529412, 52.9411764706, 52.9411764706
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 52.9411764706, 52.9411764706, 47.0588235294
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 52.9411764706, 52.9411764706, 47.0588235294
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 53.9215686275, 55.8823529412, 52.9411764706, 52.9411764706
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 41.1764705882, 20.5882352941, 44.1176470588, 58.8235294118
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 31.3725490196, 17.6470588235, 73.5294117647, 2.94117647059
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 42.1568627451, 20.5882352941, 47.0588235294, 58.8235294118
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 37.2549019608, 44.1176470588, 41.1764705882, 26.4705882353
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 44.1176470588, 11.7647058824, 58.8235294118, 61.7647058824
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 41.1764705882, 20.5882352941, 44.1176470588, 58.8235294118
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, True, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, False, 34.3137254902, 38.2352941176, 32.3529411765, 32.3529411765
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 50.9803921569, 67.6470588235, 41.1764705882, 44.1176470588
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 56.862745098, 79.4117647059, 47.0588235294, 44.1176470588
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, True, 55.8823529412, 67.6470588235, 55.8823529412, 44.1176470588
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 34.3137254902, 23.5294117647, 47.0588235294, 32.3529411765
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 32.3529411765, 20.5882352941, 67.6470588235, 8.82352941176
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 31.3725490196, 17.6470588235, 47.0588235294, 29.4117647059
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 29.4117647059, 38.2352941176, 32.3529411765, 17.6470588235
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 31.3725490196, 17.6470588235, 58.8235294118, 17.6470588235
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 34.3137254902, 23.5294117647, 47.0588235294, 32.3529411765
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, True, False, 33.3333333333, 32.3529411765, 38.2352941176, 29.4117647059
SVC_linear_C10,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
GaussianNB,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 47.0588235294, 61.7647058824, 41.1764705882, 38.2352941176
SVC_linear,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
Decision_tree,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 51.9607843137, 61.7647058824, 52.9411764706, 41.1764705882
SVC_linear_C0,1,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
SVC_linear_C10_Gamma0,01,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 52.9411764706, 58.8235294118, 58.8235294118, 41.1764705882
Decision_tree_maxdepth6,vocabularies/dish_size_best_words_10.txt, True, True, True, False, vocabularies/polarity_words.txt, True, False, vocabularies/text_to_vector_uni_vocabulary_10.txt, False, True, 50.9803921569, 64.7058823529, 50.0, 38.2352941176
